Customer_ID,Customer_Name,DOB,Gender,Address,Phone,Email,Load_DTS
6a394519-1309-43ad-bb5d-6b771177a5b2,John Smith,1998-08-05,Male,"4409 Robin Estates, North Andrewmouth, NJ 73301",001-625-335-3987x5025,robertgregory@hotmail.com,2025-01-17 05:29:58
3898fa2b-9b7b-41a6-ab36-488c395230ce,Sharon Clark,1997-02-19,Male,"33167 Barajas Highway Apt. 107, Adammouth, RI 75510",001-715-607-0323x60739,jessicaarmstrong@hotmail.com,2025-01-29 18:24:32
759345b9-ba93-454e-b26d-d54725eb2d86,Luis Hughes,1984-11-29,Male,"34390 Collin Corners, Diazborough, MA 59354",(290)982-9020,meredithgarcia@gmail.com,2025-01-15 06:56:14
77ecf33a-936f-4865-864f-c975241a1b51,Stephanie Tucker,1974-05-26,Male,"349 Ashley Field, Gardnerview, NC 74635",+1-569-157-0796x38711,patrick59@yahoo.com,2025-01-05 20:43:23
13c408dc-90b8-430f-b13d-efe35425bbb2,Allison Evans,1996-08-26,Female,"842 Keith Course Apt. 020, Lake Scottside, TX 13031",572.405.9070,donnaspencer@brown.biz,2025-02-12 08:18:33
01851a1f-4be6-460f-a748-4d68ae9330f6,Claire Weiss,2005-02-20,Female,"652 Holden Summit, Williamsbury, MO 65206",001-776-866-7642x38246,michellewelch@yahoo.com,2025-01-15 00:10:54
8eb451bc-5d3a-4bb2-aef8-238172924816,Parker Delacruz,2003-03-19,Male,"58633 John Springs Apt. 219, Port Isabella, NY 82593",001-226-813-9182x327,annajones@rush-greene.com,2025-02-07 17:05:29
ed0b636a-33f4-43ce-8c8c-e002bedc6382,Patricia Stephens,1985-01-18,Female,"USS Walker, FPO AA 75187",245.074.0306,jgates@shannon-edwards.net,2025-01-25 17:41:52
9dc06663-efda-4605-9f44-675a62d328bf,Taylor Castillo,1999-05-12,Male,"1796 Simpson Wells, Sharpstad, VT 85067",+1-023-600-4823x09324,imartinez@edwards.com,2025-02-17 08:54:34
64b19217-6c0d-40ad-9bce-b5cd05a516dc,Michael Patel,1956-02-24,Male,"36680 Parker Forks, Danielchester, UT 91473",(462)459-2504,wvaughan@ware-garza.info,2025-02-07 02:53:55
db6eed0b-481b-4d8f-9740-4987f990e9c5,Teresa Riggs,1969-04-30,Female,"6853 Christopher Summit, North Shelia, WY 80993",001-243-939-6703x667,xharris@yahoo.com,2025-02-05 10:50:55
afc3af8e-511f-4a5e-ab77-0533123024dd,James Peterson,1999-04-15,Female,"2665 Matthews Brook, Buckleyfurt, AK 20514",284-970-7820x1291,smithjohnny@hotmail.com,2025-02-28 01:09:09
670598e2-29ab-4464-b8ae-d0504e33c099,Patrick Ingram,1979-03-30,Female,"5808 Cannon Route, Gwendolynmouth, WI 06125",(349)554-4814x03881,ecastillo@hotmail.com,2025-02-02 21:35:46
e64d44ae-bf99-4f2b-8004-5e9538680442,Kenneth Hall,1999-07-17,Female,"8903 Morgan Wells Apt. 902, Wilsonberg, MD 68365",543.901.2859,jsantiago@hotmail.com,2025-03-07 05:59:14
b951c6e0-f8ed-4c52-b3c4-6e9a22ed17e2,William Anthony,1992-10-09,Male,"571 Holmes Overpass, East Rachel, AK 86744",+1-087-103-1241x319,onealandre@gmail.com,2025-01-19 10:24:02
9d962bfd-565b-4d81-9373-0518e0174041,Adrienne Johnston,2007-01-27,Female,"29623 Jerry Streets, Welchport, WV 78720",684.663.4255,thomaskevin@carney.com,2025-03-14 05:49:06
5784a103-e949-4370-8196-d4b1aca9a54e,Kristin Russo,1989-01-12,Male,"898 Aguilar Locks, Sandyport, CO 86231",(959)496-0479x29598,franklinwallace@gmail.com,2025-03-03 01:55:09
78efd94a-d08e-44eb-ae2a-cee8127d9104,Julie Johnson,1945-10-19,Male,"26268 Jesus Cape Suite 542, Grayland, CT 21693",5161579246,hicksmichelle@cooke.org,2025-01-20 07:53:40
02e83d0b-2e6a-4554-a803-231fca3aa3a8,Mark Bowen,1954-11-30,Male,"72881 Armstrong Alley, Port Gloria, NY 52564",975.379.4108,arnoldchristopher@gmail.com,2025-01-19 04:42:11
ee2a49ed-22cf-4be8-ab4c-e54ece10b8ea,Donna Keller,1997-12-23,Female,"911 Smith Cliffs, West Maria, MO 22149",802-071-9926,scottcynthia@thompson.com,2025-02-18 13:34:30
0a40e599-2baa-4f26-a0a5-1475cf173305,Jennifer Carr,1966-06-23,Female,"54797 Arnold Lock Apt. 339, Buckleychester, WI 93763",+1-368-929-1243x28501,salaskelly@gmail.com,2025-03-14 02:30:03
b5b649b2-d9a6-46ac-bd1d-0848716ba9aa,Brittany White,1984-09-02,Male,"87771 Bonnie Trail Apt. 122, Sheppardchester, OR 23716",(892)495-7973x94856,ythompson@gmail.com,2025-02-21 13:47:27
9daa6b79-1c70-4734-8ad3-874ad7b1a64c,John Williams,1962-10-03,Female,"63134 Carter Brooks, Antoniobury, TX 65128",001-060-398-8156x8815,edwinkelly@gmail.com,2025-02-02 03:14:23
e482161a-0b90-4bdf-a682-1fad326b00b3,Bethany Rivera,1950-12-21,Male,"915 Martin Roads Apt. 878, West Jonathan, WV 83876",(839)225-6802x66062,andrew73@hotmail.com,2025-01-07 21:11:45
48dc09a4-5c04-4618-8810-46f7654dc164,Brittany Jefferson,1978-07-22,Male,"986 Brittany Harbor Apt. 659, North Darrenland, MN 85803",(143)841-9382,dawn82@buchanan.info,2025-02-18 20:06:06
de838e50-0261-4f0a-b8ec-818392279627,Austin Dennis,2003-07-13,Female,"58790 Bennett Island, New Melanie, NC 03536",506-981-4194x38141,snelson@brown-rogers.net,2025-02-17 12:04:06
cf2913c5-5912-41d8-ba51-d9eb9cdc34fd,Steven Washington,1997-05-07,Male,"672 Guerrero Road, Port Anthonyhaven, WI 99587",001-571-788-8576x4899,erikabaker@gmail.com,2025-02-16 22:50:02
97b41304-6e45-477f-b18f-dd4d3d783b81,Charles Davis,1959-03-07,Male,"595 Morris Squares, Wandastad, ID 29783",+1-882-311-9252x40941,kingdebra@yahoo.com,2025-02-05 15:16:19
7d8a4efa-d55d-45b0-8062-9cf3205a6876,Caitlin Thompson,1974-04-21,Male,"06051 Duncan Mall Suite 515, Lowerybury, PA 74712",778.220.7536x6692,smithtaylor@hotmail.com,2025-03-12 19:11:54
ce2f31ec-48f1-45cb-9e8d-30a5e6aa4788,Ronald Nichols,1954-11-26,Female,"4940 Rivera Crossroad Suite 160, South Nathanside, DC 06057",+1-775-488-7066x233,itorres@yahoo.com,2025-01-26 16:26:23
5a7b9ff4-bb9b-433a-947c-98d01a998a12,Christopher Davidson,1975-12-20,Female,"Unit 6388 Box 2433, DPO AA 52865",638-734-7356x771,jenkinslaura@bennett.com,2025-01-22 01:52:21
06fb4ef8-39c3-4551-8aa0-d730a07d3b70,Kimberly Gomez DVM,1965-03-29,Female,"7156 Wong Branch Apt. 776, Cherylmouth, IA 39367",001-298-204-9204x83719,claytonlinda@yahoo.com,2025-01-07 21:40:04
109e3f63-2ab9-455b-a7f9-8b8e0d66c791,Dr. Corey Thomas,1969-01-24,Female,"816 Murphy Bridge, Hinesshire, WY 49352",(956)330-8716x977,jamesgregory@yahoo.com,2025-01-22 03:14:57
a7e8f26a-7a3e-4eea-b077-5a3419dd14a6,Natalie Silva,1953-08-03,Female,"8633 Hogan Canyon, Thomasshire, HI 07186",383.722.1803,emilyrivera@hotmail.com,2025-02-22 16:49:08
cbe64f44-c15e-4fb6-867c-e61f00a5d23c,Joseph Taylor,1994-04-11,Male,"91949 Carroll Ferry, New Jasontown, IA 28827",(824)918-2887x89493,aguilarjohn@gmail.com,2025-03-09 01:50:24
a347a9ee-3da4-40ef-9289-5de867c4965e,Steven Davis,1978-02-17,Male,"30989 Gabriella Ports, Simpsonborough, NV 49284",+1-867-578-1409x913,russelllee@drake-jones.net,2025-02-12 15:56:36
37371629-5ecd-4eca-8496-603de44ebfdd,Susan Jennings,1952-01-28,Female,"121 Dale Avenue, Tinabury, KS 68837",(990)019-4634,williamramirez@yahoo.com,2025-01-15 07:40:38
ab1a42dd-2061-4215-ac37-1ebf5ba9c227,Daniel Nelson,1989-07-23,Male,"23679 Zachary Parks, Fosterhaven, NM 37278",+1-942-650-6886x6655,stephanie25@gmail.com,2025-01-04 22:05:53
dae4a285-ef7c-4839-8214-46c70c57a830,Jesse Morse,2003-03-29,Female,"1210 Frank Mountains, Alvarezfort, MA 91503",(588)295-8969x11582,alvaradofelicia@yahoo.com,2025-02-10 01:33:14
0f733d40-cad2-443e-9427-dda82d821686,Laura Stark,1978-12-24,Male,"5422 Bonnie Terrace Apt. 734, Williamborough, OK 10196",(472)603-7542,lisa37@greene-simpson.org,2025-03-12 11:51:05
c3cb285c-61d7-4803-849b-dbe65816396e,Michael Collins,1976-06-05,Female,"513 Jenkins Canyon Apt. 848, East Jonathan, OH 21634",619.864.1381x678,lisamaddox@hotmail.com,2025-03-07 07:20:55
72c34918-cafe-4467-a45f-dffdb3e1f6c7,Matthew Martinez,1996-09-11,Male,"691 Joseph Rapids Suite 024, Danielview, WI 63645",(519)822-2230x5547,garciachristy@gonzales.com,2025-03-08 00:44:16
ff57a094-1163-4f52-b69d-2cbc6ada53ed,James Moran,1997-06-30,Female,"7581 Elizabeth Place Apt. 660, North Amandatown, MI 42755",+1-670-251-3263x852,hnguyen@norris.com,2025-01-19 00:12:46
c0f0c50b-43da-4cfa-819f-3e68e54973f9,Andrea Carr,2006-05-28,Female,"232 Steven Center, Curtisbury, NV 38441",(433)915-3246,hinespatrick@simon-harris.com,2025-01-30 09:45:10
c1b403fe-33c4-4ea0-96b6-b3f702a3d390,Robert Calhoun,2003-11-12,Female,"314 Samantha Unions, South Levimouth, AK 86225",+1-768-929-1324,meganwilson@hotmail.com,2025-01-19 03:12:53
d0502b16-ab99-4c82-98c5-a53adca0094e,Sandra Hughes,2001-03-20,Female,"924 Mccormick Mountain Suite 260, Jordanfort, OH 37608",488.132.3798x8988,thomascraig@jensen.com,2025-02-27 04:48:10
